Id,uid,company_name,company_description,company_industry,company_address,company_website
1525,http://www.fccsingapore.com/membership/directory/account/1525,INVIVO WINE,"
Invivo Wine, 
A GLOBAL PLAYER from grapes to consumers CREATING added value for the wine industry....
",ABC,"
                    16 Collyer Quay  
#20-10 Income at Raffles
                    SINGAPORE 
                    049318
",http://www.invivo-group.com/
761,http://www.fccsingapore.com/membership/directory/account/761,IPA SINGAPORE PTE LTD,"
AXA Partners is a trusted brand name and leading Global provider of innovative assistance services...
",ABC,"
                    8 Shenton Way, 
#23-08 AXA Tower
                    SINGAPORE 
                    068811
",http://www.axa-assistance.com.sg
1131,http://www.fccsingapore.com/membership/directory/account/1131,IPSEN PHARMA,"
Ipsen (Euronext: IPN, ADR: IPSEY) is a global specialty–driven biotechnological group with total...
",ABC,"
                    20 Anson Road, 
#10-03 Twenty Anson,
                    SINGAPORE 
                    079912
",http://www.ipsen.com/en
729,http://www.fccsingapore.com/membership/directory/account/729,IPSOS PTE LTD,"
Ipsos is the world's third largest survey–based research group and is now located in 89 countries...
",ABC,"
                    3 Killiney Road 
#05-01 Winsland House I
                    SINGAPORE 
                    239519
",http://www.ipsos.com.sg
1448,http://www.fccsingapore.com/membership/directory/account/1448,IRIS PARTNERS CONSULTING & MANAGEMENT,"
Founded early 2017 by business experts with a digital background in Customer Service, CRM/Marketing...
",ABC,"
                    20A Tanjong Pagar Road
                    SINGAPORE 
                    088443
",http://www.irispartners.asia/
1173,http://www.fccsingapore.com/membership/directory/account/1173,IRU PTE LTD,"
Our areas of expertise expand from retailing, operations, brand development, marketing and...
",ABC,"
                    50 Cuscaden Road 
#07-02 HPL House
                    SINGAPORE 
                    249724
",
973,http://www.fccsingapore.com/membership/directory/account/973,ISULA FLAVOURS OF CORSICA (ALTUSING CORPORATION PTE LTD),"
Isula, Flavours of Corsica promotes Corsican products, foods and beverages.
Its role is to create...
",ABC,"
                    10 Anson Road 
#26-04 International Plaza
                    SINGAPORE 
                    079903
",http://www.isula.com.sg
1401,http://www.fccsingapore.com/membership/directory/account/1401,IWD SINGAPORE PTE LTD,"
We are a one-stop retail thinking agency providing innovative consulting, tailor-made training and...
",ABC,"
                    27 Mohamed Sultan Rd
#03-01
                    SINGAPORE 
                    238971
",http://www.iwd.io/
1662,http://www.fccsingapore.com/membership/directory/account/1662,JABBA HOLDING PTE. LTD.,"
Trade cryptocurrencies
Develop trading platform for...
",ABC,"
                    8 Claymore Hill
#03-01, 8 ON CLAYMORE
                    SINGAPORE 
                    229572
",http://www.jabba.tech
1333,http://www.fccsingapore.com/membership/directory/account/1333,JADESTONEPARTNERS GROUP PTE LTD,"
JadeStonePartners Group Pte Ltd is an independent boutique firm which provides a full range of...
",ABC,"
                    137 Telok Ayer Street 
#08-01
                    SINGAPORE 
                    068602
",http://www.jadestonepartners.com
1555,http://www.fccsingapore.com/membership/directory/account/1555,JAMIE'S ITALIAN SINGAPORE,"
Jamie’s Italian was created with the concept of a simple menu that celebrates fresh, sustainable,...
",ABC,"
                    50 Cuscaden Road HPL House
                    SINGAPORE 
                    249724
",http://www.jamiesitalian.sg
283,http://www.fccsingapore.com/membership/directory/account/283,JCDECAUX SINGAPORE,"
JCDecaux Singapore is a subsidiary of JCDecaux Group, the number one outdoor advertising company...
",ABC,"
                    8 Temasek Boulevard 
#33-02 Suntec City Tower Three
                    SINGAPORE 
                    038988
",http://www.jcdecaux.sg
1261,http://www.fccsingapore.com/membership/directory/account/1261,JET AIRWAYS (INDIA) LTD,"
Jet Airways is India’s premier international airline. It offers direct services from Singapore to...
",ABC,"
                    112 Robinson Road
#13-01
                    SINGAPORE 
                    068902
",http://www.jetairways.com/en/sg/home.aspx
1347,http://www.fccsingapore.com/membership/directory/account/1347,JF HILLEBRAND SINGAPORE PTE LTD,"
International logistics, exclusively for beverages
At JF Hillebrand, we blend expertise and...
",ABC,"
                    1 Harbourfront Place Harbourfront Tower 1 
#03-08/09
                    SINGAPORE 
                    098633
",http://www.jfhillebrand.com
1602,http://www.fccsingapore.com/membership/directory/account/1602,JOLT DIGITAL,"
Jolt Digital is a digital marketing company that helps brands increase the performance of their...
",ABC,"
                    28C Stanley Street
                    SINGAPORE 
                    068737
",https://jolt-digital.com/
1342,http://www.fccsingapore.com/membership/directory/account/1342,JW MARRIOTT HOTEL SINGAPORE SOUTH BEACH,"
An iconic landmark in the heart of Singapore's art and culture district, the JW Marriott Singapore...
",ABC,"
                    30 Beach Road
                    SINGAPORE 
                    189763
",http://www.jwmarriottsingapore.com
1459,http://www.fccsingapore.com/membership/directory/account/1459,KACIFIC BROADBAND SATELLITES,"
Kacific is a next-generation broadband satellite operator. 

Kacific was created in 2013 to...
",ABC,"
                    10A Institution Hill
                    SINGAPORE 
                    239664
",http://www.kacific.com
1634,http://www.fccsingapore.com/membership/directory/account/1634,KATIA B.,"
Multicultural communicator focused on international mobility issues available for single and...
",ABC,"
                    6 Cypress Ave
                    SINGAPORE 
                    279832
",http://www.katiabarthelemy.com
1608,http://www.fccsingapore.com/membership/directory/account/1608,KEENBAGS PTE LTD,"
KeenBags was created in 2011 in Dubai by Carinne Abou-Huguet and is registered in Singapore since...
",ABC,"
                    86 Jalan Girang
                    SINGAPORE 
                    359255
",http://www.keenbags-collection.com
1112,http://www.fccsingapore.com/membership/directory/account/1112,KERLINK SINGAPORE PTE LTD,"
Kerlink is a global leader in end-to-end Infrastructures Network Solutions for the Internet of...
",ABC,"
                    3 Jalan Kledek
                    SINGAPORE 
                    199259
",http://www.kerlink.com
1248,http://www.fccsingapore.com/membership/directory/account/1248,KEYTEO CONSULTING PTE LTD,"
Founded in 2014, Keyteo is a company specialized in organization and information system management...
",ABC,"
                    16 Raffles Quay, 
#32-06, Hong Leong Building,
                    SINGAPORE 
                    048581
",http://www.keyteo.com
1638,http://www.fccsingapore.com/membership/directory/account/1638,KIWISOFT PTE. LTD.,"
KIWISOFT Pte. Ltd. is an information technology consulting firm which provides assistance at any...
",ABC,"
                    541 Orchard Road
#09-01 Liat Towers
                    SINGAPORE 
                    238881
",http://www.kiwisoft.io/
1379,http://www.fccsingapore.com/membership/directory/account/1379,KOCH INDUSTRIES,"
Koch Industries, Inc.:

one of the largest private US companies (annual revenues $115 billion;...
",ABC,"
                    260 Orchard Road 11/01
                    SINGAPORE 
                    238855
",
1440,http://www.fccsingapore.com/membership/directory/account/1440,KONE PTE LTD,"
KONE in brief 
Our mission is to improve the flow of urban life. Our job is to make the best of...
",ABC,"
                    30A Kallang Place 
#14-01 Mapletree Building
                    SINGAPORE 
                    339213
",http://www.kone.com/en/
1250,http://www.fccsingapore.com/membership/directory/account/1250,KORDAMENTHA PTE LTD,"
KordaMentha is an advisory and investment firm that helps clients to grow, protect and recover...
",ABC,"
                    16 Collyer Quay
#30-01
                    SINGAPORE 
                    049318
",http://www.kordamentha.com
1124,http://www.fccsingapore.com/membership/directory/account/1124,KORN FERRY,"
At Korn Ferry, we design, build, and attract talent. We are a single source for world–class...
",ABC,"
                    3 Temasek Avenue 
#09-01 Centennial Tower
                    SINGAPORE 
                    039190
",www.kornferry.com
295,http://www.fccsingapore.com/membership/directory/account/295,KPMG IN SINGAPORE,"
KPMG in Singapore is part of a global network of professional services firms providing Audit, Tax...
",ABC,"
                    16 Raffles Quay 
#22-00 Hong Leong Building
                    SINGAPORE 
                    048581
",http://www.kpmg.com.sg
1154,http://www.fccsingapore.com/membership/directory/account/1154,KVI PTE LTD,"
– Develop and commercialise equipment and components for smart battery management; 
– Battery...
",ABC,"
                    Innovation Center
16 Nanyang Drive #01-109,
                    SINGAPORE 
                    637722
",http://www.kvi-battery.com
1598,http://www.fccsingapore.com/membership/directory/account/1598,KYC CONSULTING ASIA,"
KYC Consulting is a management consulting firm specializing in delivering organisational projects...
",ABC,"
                    541 Orchard Road
# 09-01 Liat Towers
                    SINGAPORE 
                    238881
",http://kyc-consulting.fr/en/
300,http://www.fccsingapore.com/membership/directory/account/300,L & P MANAGEMENT CONSULTANCY,"
Passionate about people development, Amine has over 14 years of coaching experience and 25 years of...
",ABC,"
                    16 Collyer Quay 
#18-00
                    SINGAPORE 
                    049318
",https://www.lnpmanagement.com/
301,http://www.fccsingapore.com/membership/directory/account/301,L'AGENCE SINGAPORE,"
L' Agence Singapore offers tailor–made property search services for diplomats, private and...
",ABC,"
                    20 Sian Tuan Avenue
                    SINGAPORE 
                    588294
",http://www.lagencesingapore.com
1587,http://www.fccsingapore.com/membership/directory/account/1587,L'ANGELUS PTE LTD.,"
Set up in 1998 and awarded the “Restauranteurs de France”, L'Angelus is one of the most...
",ABC,"
                    85 Club Street
                    SINGAPORE 
                    069453
",http://www.langelus.sg
1619,http://www.fccsingapore.com/membership/directory/account/1619,L'EXCELLENCE PTE LTD,"
L’Excellence is a family enterprise spanning three generations and with over 60 years of...
",ABC,"
                    16 Collyer Quay, Income at Raffles Building, 
#21-00
                    SINGAPORE 
                    049318
",http://www.lexcellencediamond.com
304,http://www.fccsingapore.com/membership/directory/account/304,L'OREAL SINGAPORE PTE LTD,"
L’Oréal has devoted itself to beauty for over 105 years. With its unique international portfolio...
",ABC,"
                    1, George Street 
#19-01/03 One George Street
                    SINGAPORE 
                    049145
",http://www.loreal.sg
1594,http://www.fccsingapore.com/membership/directory/account/1594,LA COMEDY LIVE PTE LTD,"
LA COMEDY LIVE
With a stellar record of presenting comedy heavyweights to the Singaporean...
",ABC,"
                    Ang Mo Kio Ave 5  
#07-54
7030 Northstar Building
                    SINGAPORE 
                    569880
",http://www.la-comedylive.com
589,http://www.fccsingapore.com/membership/directory/account/589,LA PETITE BOUTIQUE,"
At La Petite Boutique, we believe that our mission is to source authentic yet affordable products....
",ABC,"
                    4 Kensington Park Road
                    SINGAPORE 
                    557256
",http://www.petiteboutique-sg.com
1111,http://www.fccsingapore.com/membership/directory/account/1111,LA PETITE ECOLE PTE LTD,"
La Petite Ecole and La Petite Crèche were both founded by Viviane Salin and Vincent Rosa, who won...
",ABC,"
                    2 Turf Club Road 
#01-13
                    SINGAPORE 
                    287988
",www.lapetiteecole.asia/sg
1507,http://www.fccsingapore.com/membership/directory/account/1507,LABORATOIRES THEA,"
Théa was created in 1994 and has played an important role in the latest pharmacological advances...
",ABC,"
                    6 Kensington Park Drive
#03-08
                    SINGAPORE 
                    557322
",http://www.laboratoires-thea.com
818,http://www.fccsingapore.com/membership/directory/account/818,LACTALIS SINGAPORE PTE LTD,"
Lactalis is a family-owned dairy group based in Laval (Mayenne), in the West of France. 

In...
",ABC,"
                    10 Raeburn Park
#01-09  
                    SINGAPORE 
                    088702
",http://www.presidentdairy.com.sg
319,http://www.fccsingapore.com/membership/directory/account/319,LAGARDERE TRAVEL RETAIL,"
With 4 billion euros 100% managed sales and a presence in 34 countries, 220 airports and 700 train...
",ABC,"
                    LAGARDERE SERVICES SINGAPORE PTE LTD
10, Eunos Road 8, 
#09-03, SingPost Centre
                    SINGAPORE 
                    408600
",http://www.lagardere-tr.com
1483,http://www.fccsingapore.com/membership/directory/account/1483,LANGUAGE EXPERTS SINGAPORE,"
Language Experts Singapore delivers one-stop written and oral translation solutions for all types...
",ABC,"
                    9 Newton Road
Trilight 
#12-08
                    SINGAPORE 
                    307997
",https://www.languageexpertssingapore.com
1526,http://www.fccsingapore.com/membership/directory/account/1526,LAZADA GROUP,"
Launched in 2012, Lazada is the number one online shopping & selling destination in Southeast Asia...
",ABC,"
                    8 Shenton Way 
#43-01 AXA Tower
                    SINGAPORE 
                    068811
",http://www.lazada.com
1445,http://www.fccsingapore.com/membership/directory/account/1445,LE BOTTIN SINGAPOUR,"
Le Bottin Singapour helps every month 5000 French speakers to prepare their expatriation to the...
",ABC,"
                    133 Cecil Street 
#06-02 Keck Seng Tower
                    SINGAPORE 
                    069535
",http://www.lebottin.sg/
688,http://www.fccsingapore.com/membership/directory/account/688,LE PETIT DEPOT PTE LTD,"
In 2012, two French Singapore residents were inspired to create lepetitdepot.com, driven by the...
",ABC,"
                    15 Senoko Drive 
#04-04 JTC FoodHub
                    SINGAPORE 
                    758202
",http://www.lepetitdepot.com 
700,http://www.fccsingapore.com/membership/directory/account/700,LEAD AND SUCCEED PTE LTD,"
Corporate training, coaching, personality assessments: Since 2000, we support organisations and...
",ABC,"
                    14 Robinson Road 
#08-01A Far East Finance Building
                    SINGAPORE 
                    048545
",http://www.leadandsucceed.biz
1527,http://www.fccsingapore.com/membership/directory/account/1527,LEADBOOK.COM,"
Leadbook is the game-changing Lead Generation Platform, powered by Artificial Intelligence,...
",ABC,"
                    141 Cecil Street, 
#03-02
                    SINGAPORE 
                    069541
",https://www.leadbook.com
670,http://www.fccsingapore.com/membership/directory/account/670,LEGRAND (S) PTE LTD,"
Legrand is the global specialist in electrical and digital building infrastructure with the...
",ABC,"
                    17 Neythal Road
                    SINGAPORE 
                    628582
",http://www.legrand.com.sg
307,http://www.fccsingapore.com/membership/directory/account/307,LEMONGRASS & AUBERGINE,"
Lemongrass & Aubergine – Home Deco is a unique boutique proposing a beautiful range of French and...
",ABC,"
                    501 Bukit Timah Road 
#02-26 Cluny Court
                    SINGAPORE 
                    259760
",http://www.lemongrass-aubergine.com/
1597,http://www.fccsingapore.com/membership/directory/account/1597,LEPETITJOURNAL.COM  SINGAPOUR,"
Created in 2001, lepetitjournal.com is an on-line daily newspaper for French expatriates, with a...
",ABC,"
                    1 Scotts Road, 
#24-10, Shaw Centre
                    SINGAPORE 
                    228208
",http://www.lepetitjournal.com/singapour
1344,http://www.fccsingapore.com/membership/directory/account/1344,LES OLIVIERS PTE LTD,"
« Les Oliviers » is the first and unique bilingual French/English Montessori learning centre in...
",ABC,"
                    71 Loewen Road 
#01-04
                    SINGAPORE 
                    248847
",www.oliviers-french-montessori.com
626,http://www.fccsingapore.com/membership/directory/account/626,LESAFFRE SINGAPORE PTE LTD,"
As a global key player in yeasts and fermentation, Lesaffre designs, manufactures and markets...
",ABC,"
                    23A Serangoon North Avenue 5 
#04-09 Kulicke & Soffa Building
                    SINGAPORE 
                    554369
",http://www.lesaffre.fr
243,http://www.fccsingapore.com/membership/directory/account/243,LIBRAIRIE AKAROA,"
Literary experience: a French, online and events basis bookstore. 

We invite you to open your...
",ABC,"
                    Killiney Road Post Office PO Box 2091
                    SINGAPORE 
                    912352
",http://www.akaroafrenchbooks.com
1569,http://www.fccsingapore.com/membership/directory/account/1569,LIFESAVER SG,"
Lifesaver Relocation SG offers relocation services in Singapore. International team : we speak...
",ABC,"
                    50 Chin Swee Road
#09-04 Thong Chai Building
                    SINGAPORE 
                    169874
",http://www.lifesaver.com.sg
1060,http://www.fccsingapore.com/membership/directory/account/1060,LINCOLN HR GROUP SINGAPORE PTE LTD,"
Our mission is to support leaders and managers throughout their professional life cycles. This...
",ABC,"
                    9 Temasek Boulevard 
#44-03 Suntec Tower 2
                    SINGAPORE 
                    038989
",http://www.lincoln-hrgroup.com
850,http://www.fccsingapore.com/membership/directory/account/850,LING LONG PTE LTD,"
www.linglongchinese.com for Anglophones and www.linglongchinois.com for Francophones are online...
",ABC,"
                    37 Pheng Geck Avenue 
#05-25
                    SINGAPORE 
                    348232
",www.linglongchinois.com
1227,http://www.fccsingapore.com/membership/directory/account/1227,LINKBYNET SINGAPORE LIMITED,"
Since 2000, LINKBYNET delivers innovative technology services and solutions to enable and secure...
",ABC,"
                    6A Shenton Way, 
#04-02 OUE Downtown Gallery
                    SINGAPORE 
                    068815
",https://www.linkbynet.com/
1077,http://www.fccsingapore.com/membership/directory/account/1077,LITMUS GROUP,"
Litmus Group is a division of PPB Advisory and a management consulting firm focussed on strategy...
",ABC,"
                    20 Collyer Quay 
#21-03/04
                    SINGAPORE 
                    049319
",http://www.litmusgroup.com
690,http://www.fccsingapore.com/membership/directory/account/690,LOMIG PTE LTD,"
Lomig Pte Ltd is a Singapore-based trading company specialised in hotel equipment and F&B...
",ABC,"
                    50 Havelock Road 
#02-767
                    SINGAPORE 
                    160050
",http://www.lomig.com.sg
1133,http://www.fccsingapore.com/membership/directory/account/1133,LONGCHAMP SINGAPORE PTE LTD,"
French luxury House Longchamp was founded in Paris in 1948 by Jean Cassegrain, and is still owned...
",ABC,"
                    435 Orchard Road Wisma Atria 
#18-03
                    SINGAPORE 
                    238877
",http://www.longchamp.com
317,http://www.fccsingapore.com/membership/directory/account/317,LOUIS DREYFUS COMPANY ASIA PTE LTD,"
Louis Dreyfus Company is a global merchandizer of commodities and processor of agricultural goods,...
",ABC,"
                    12 Marina Boulevard 
#33-03 Marina Bay Financial Centre Tower 3
                    SINGAPORE 
                    018982
",http://www.ldc.com
1665,http://www.fccsingapore.com/membership/directory/account/1665,LPA SINGAPORE PTE LTD,"
LPA Singapore is a boutique law firm. We advise clients in Singapore and those conducting business...
",ABC,"
                    22B Duxton Hill
                    SINGAPORE 
                    089605
",http://www.lpalaw.sg/ 
1410,http://www.fccsingapore.com/membership/directory/account/1410,LRS,"
LRS is a global technology leader with several different business divisions. We employ more than...
",ABC,"
                    360 Orchard Road
#06-02A  International Building
                    SINGAPORE 
                    238869
",http://www.lrs.com
1681,http://www.fccsingapore.com/membership/directory/account/1681,LUMINEUX PTE LTD,"
Established in 2008, Lumineux provides a wide variety of carnival / party equipment for rental....
",ABC,"
                    50 Yishun Industrial Park A 
#01-01 , AIBI Building,
                    SINGAPORE 
                    768725
",http://www.lumineux.com.sg
1378,http://www.fccsingapore.com/membership/directory/account/1378,LUMINOUS MSL,"
Luminous is an Event and Experiential Marketing Communications agency that creates and executes...
",ABC,"
                    16 Collyer Quay, 
#03-00 Income @ Raffles
                    SINGAPORE 
                    049318
",http://www.luminous-asia.com/
324,http://www.fccsingapore.com/membership/directory/account/324,LUTHER LLP,"
With a staff strength of about 80, including 20 lawyers, Luther is by far the largest continental...
",ABC,"
                    4 Battery Road 
#25-01 Bank of China Building
                    SINGAPORE 
                    049908
",http://www.luther-lawfirm.com
325,http://www.fccsingapore.com/membership/directory/account/325,LUXASIA PTE LTD,"
Luxasia Group is the leading omnichannel partner for beauty and luxury lifestyle brand...
",ABC,"
                    12 Tai Seng Street 
#05-01 Luxasia Building
                    SINGAPORE 
                    534118
",http://www.luxasia.com
117,http://www.fccsingapore.com/membership/directory/account/117,LUXCARTA ASIA-PACIFIC PRIVATE LIMITED,"
LUXCARTA ASIA-PACIFIC PRIVATE LIMITED, is a GIS (Geographical information system) company and...
",ABC,"
                    7 Temasek Boulevard
#44-01 Suntec Tower One
                    SINGAPORE 
                    038987
",http://www.luxcarta.com
1014,http://www.fccsingapore.com/membership/directory/account/1014,LUXE CATERING PTE LTD,"
Inaugurated in 2012, Luxe Catering strives to be the hallmark of serving up authentic French fare...
",ABC,"
                    8A Admiralty Street 
#01-34
                    SINGAPORE 
                    757437
",http://www.luxecatering.com.sg
1177,http://www.fccsingapore.com/membership/directory/account/1177,LVMH FASHION GROUP,"
Created in 2010, LVMH Fashion Group Asia Pacific is the office managing 9 fashion Brands anchored...
",ABC,"
                    Loewe Fashion PTE LTD 391B Orchard Road, 
#09-10 Ngee Ann City Tower B
                    SINGAPORE 
                    238874
",https://www.lvmh.fr/
663,http://www.fccsingapore.com/membership/directory/account/663,LVMH FRAGRANCES & COSMETICS (SINGAPORE) PTE LTD,"
Regional service centre in Asia Pacific, for:

– Parfums Christian Dior  
– Guerlain 
–...
",ABC,"
                    11 Pioneer Turn 
#05-01
                    SINGAPORE 
                    627575
",http://www.lvmh.com
970,http://www.fccsingapore.com/membership/directory/account/970,LVMH SOUTH & SOUTH EAST ASIA PTE LTD,"
The LVMH group brings together 70 exceptional Houses across fashion and leather goods, wines and...
",ABC,"
                    391B Orchard Road 
#10-08 Ngee Ann City Tower B
                    SINGAPORE 
                    238874
",http://www.lvmh.com
327,http://www.fccsingapore.com/membership/directory/account/327,LYCÉE FRANÇAIS DE SINGAPOUR LTD,"
The Lycée Français de Singapour is a private MOE–registered school, accredited by the French...
",ABC,"
                    3000 Ang Mo Kio Avenue 3
                    SINGAPORE 
                    569928
",http://www.lfs.edu.sg
1078,http://www.fccsingapore.com/membership/directory/account/1078,LYRECO,"
Lyreco is helping companies to simplify life at work by providing a complete “one-stop...
",ABC,"
                    391B Orchard Road 
#23-01 Ngee Ann City Tower B
                    SINGAPORE 
                    238874
",www.lyreco.com.sg
843,http://www.fccsingapore.com/membership/directory/account/843,LYS ENERGY SOLUTIONS PTE LTD,"
LYS Energy is the first Singapore-based trusted Solar Independent Power Producer (IPP) that...
",ABC,"
                    232 A South Bridge Road
                    SINGAPORE 
                    058781
",http://www.lysenergy.com
1465,http://www.fccsingapore.com/membership/directory/account/1465,M.A-PHARM,"
M.A-pharm Pte Ltd offers consultancy services to Health and Life sciences companies helping them to...
",ABC,"
                    30A Kandahar Street
                    SINGAPORE 
                    198890
",http://www.ma-pharm.com/
1478,http://www.fccsingapore.com/membership/directory/account/1478,MADAME FINE ART STUDIO,"
Bring Art and Creativity in your company! 
MADAME Fine Art Studio was founded by the artist...
",ABC,"
                    140 Coronation Road
#02-01
                    SINGAPORE 
                    269526
",http://www.madame-art.com
1479,http://www.fccsingapore.com/membership/directory/account/1479,MADAME FINE ART STUDIO,"
Bring Art and Creativity in your company! 
MADAME Fine Art Studio was founded by the artist...
",ABC,"
                    140 Coronation Road
#02-01
                    SINGAPORE 
                    269526
",http://www.madame-art.com
1040,http://www.fccsingapore.com/membership/directory/account/1040,MAISON ERIC KAYSER,"
We are a contemporary artisanal bakery
 
Founded by Eric Kayser in 1996, Maison Kayser is an...
",ABC,"
                    5 Burn Road, 
#01-02
                    SINGAPORE 
                    369972
",http://www.maison-kayser.com.sg
1528,http://www.fccsingapore.com/membership/directory/account/1528,MAISON LEJABY PTE LTD,"
MAISONLEJABY is an Apparel and French fashion house that has cultivated its expertise in designing...
",ABC,"
                    92 Taman Nakhoda
                    SINGAPORE 
                    257789
",http://www.maisonlejaby.com
1247,http://www.fccsingapore.com/membership/directory/account/1247,MAISON ROUTIN - 1883,"
The French beverage flavouring creator Maison Routin crafts, through the emblematic 1883 brand, a...
",ABC,"
                    1 Keong Saik Road
#02-00 The Working Capitol
                    Singapore 
                    089109
",http://www.1883.com/en
1583,http://www.fccsingapore.com/membership/directory/account/1583,MAISON ZHOU PTE LTD,"
Maison Zhou is a line of luxury silk lingerie and loungewear perfectly suited to the Asian climate....
",ABC,"
                    44 Vanda Road
                    SINGAPORE 
                    287804
",http://www.maisonzhou.com
733,http://www.fccsingapore.com/membership/directory/account/733,MALTEM ASIA,"
Maltem is a community of 1000 passionate individuals dedicated to innovation, new technologies and...
",ABC,"
                    11 Collyer Quay 
#20-00
                    SINGAPORE 
                    049317
",http://www.maltem.com
1211,http://www.fccsingapore.com/membership/directory/account/1211,MANIFESTO PTE LTD,"
Manifesto is a minimalist multi–brand concept store fully dedicated to creativity located in...
",ABC,"
                    13 Stamford Road, 
#02-19 Capitol Piazza
                    SINGAPORE 
                    178905
",http://www.manifestoshop.com
332,http://www.fccsingapore.com/membership/directory/account/332,MANITOU ASIA PTE LTD,"
A world leader in all-terrain material handling, the Manitou Group designs, produces, distributes...
",ABC,"
                    57 Tuas South Avenue 1
                    SINGAPORE 
                    637327
",http://www.manitoucenter.com.sg
1614,http://www.fccsingapore.com/membership/directory/account/1614,MANZALAB PTE LTD,"
Manzalab is a leading expert in creating digital experiences for two main verticals, training and...
",ABC,"
                    100 Amoy Street
                    SINGAPORE 
                    069920
",https://www.manzalab.com/
1554,http://www.fccsingapore.com/membership/directory/account/1554,MARALI LMNP,"
Reside Etudes has grown to rank among France’s leading investment-property firms on the strength...
",ABC,"
                    Capital City 1st Floor; Suite 01-06 ,  IndependenceAvenue– PO box 1402 –
                    VICTORIA   MAHE SEYCHELLES 
                    00000
",http://www.reside-etudes-invest.com/
1315,http://www.fccsingapore.com/membership/directory/account/1315,MARCO POLO CONSULTING LTD,"
Marco Polo Consulting is a facilitator of dialogue and transformation. We provide Organization...
",ABC,"
                    Unit 803-806, 8/F, Low Block, Grand Millenium Plaza 181 Queen&
#039;s Road Central, Hong Kong  
                    HONGKONG 
                    0
",http://www.marco-polo-consulting.com
601,http://www.fccsingapore.com/membership/directory/account/601,MARECHAL ELECTRIC ASIA PTE LTD,"
MARECHAL ELECTRIC GROUP, industrial and ATEX plugs and sockets manufacturer, pioneered the use of...
",ABC,"
                    9 Tagore Lane
#01-05 9 @ Tagore
                    SINGAPORE 
                    787472
",http://marechal.com
1270,http://www.fccsingapore.com/membership/directory/account/1270,MARIT,"
For more than 110 years, MARIT has been manufacturing and supplying high resistance steel chains...
",ABC,"
                    541 Orchard Road
#09-01 Liat Towers
                    SINGAPORE 
                    238881
",http://www.marit.fr
1243,http://www.fccsingapore.com/membership/directory/account/1243,MARSHAL-SYSTEMS PRIVATE LTD,"
Marshal System is leading Systems Integrator established in 1993 for IT and Telecommunication,...
",ABC,"
                    21 Kian Teck Road
                    SINGAPORE 
                    628773
",http://www.marshal-systems.com
1424,http://www.fccsingapore.com/membership/directory/account/1424,MASSON MARINE PROPULSION,"
We design and manufacture gearbox for maritime application since more than 100 years.
Since more...
",ABC,"
                    18 boon lay way
#08-114 Tradehub 21
                    SINGAPORE 
                    609966
",http://www.masson-marine.com
1613,http://www.fccsingapore.com/membership/directory/account/1613,MATCOR TECHNOLOGY & SERVICES PTE LTD,"
MATCOR, a Cetim Company, together with CETIM, provides a comprehensive range of services to the...
",ABC,"
                    3 Seletar Aerospace Link
                    SINGAPORE 
                    797550
","http://www.matcor.com.sg, http://www.cetim.fr/en"
566,http://www.fccsingapore.com/membership/directory/account/566,MAZARS LLP,"
Mazars is an international, integrated and independent organisation, specialising in audit,...
",ABC,"
                    135 Cecil Street, 
#10-01 MYP Plaza
                    SINGAPORE 
                    069536
",http://www.mazars.sg
1529,http://www.fccsingapore.com/membership/directory/account/1529,MAZEL GALERIE SINGAPORE,"
Mazel Galerie Singapore is a multi-disciplinary art and design gallery, We focus on painting,...
",ABC,"
                    9 Scotts Road
#02-16 Pacific Plaza
                    SINGAPORE 
                    228210
",http://www.mazelgalerie.com
1316,http://www.fccsingapore.com/membership/directory/account/1316,MEDECINS SANS FRONTIERES,"
Médecins Sans Frontières (MSF) (also known as “Doctors Without Borders”) is an international,...
",ABC,"
                    22/F, Pacific Plaza, 410 - 418 Des Voeux Road West, Sai Wan
                     
                    
",msf-seasia.org
1413,http://www.fccsingapore.com/membership/directory/account/1413,MEDIACORP,"
...
",ABC,"
                    Andrew Road, 
Caldecott Broadcast Centre
                    SINGAPORE 
                    299939
",http://mediacorp.sg
114,http://www.fccsingapore.com/membership/directory/account/114,MEDIAKEYS,"
Mediakeys is a 100% independent media agency specialized in international advertising campaigns...
",ABC,"
                    3 Jalan Kledek
                    SINGAPORE 
                    199259
",http://www.comkeys.com
1301,http://www.fccsingapore.com/membership/directory/account/1301,MEDIATROPY DIGITAL AGENCY,"
We are a full service digital agency, specialized in hospitality and luxury, providing Strategic...
",ABC,"
                    9 Purvis Street 
#02-01/02/03  
                    SINGAPORE 
                    188588
",http://www.mediatropy.com
1289,http://www.fccsingapore.com/membership/directory/account/1289,MEGA INTERNATIONAL,"
MEGA International is a global software firm helping companies manage enterprise complexity by...
",ABC,"
                    583 Orchard Road 
#10-04 Forum  
                    SINGAPORE 
                    238884
",http://www.mega.com
957,http://www.fccsingapore.com/membership/directory/account/957,MEINHARDT INFRASTRUCTURE PTE LTD,"
Meinhardt Infrastructure Pte Ltd – fully-owned subsidiary of Meinhardt Group - is an engineering...
",ABC,"
                    18 Sin Ming Lane 
#06-13 Midview City
                    SINGAPORE 
                    573960
",http://www.meinhardtinfrastructure.com
