Id,uid,company_name,company_description,company_industry,company_address,company_website
144,http://www.fccsingapore.com/membership/directory/account/144,DÉLICIAE HOSPITALITY MANAGEMENT PTE LTD,"
Founded in 2010 by Olivier Bendel, DHM burst onto Singapore’s F&B scene with Parisian steak and...
",ABC,"
                    5A Duxton Hill
                    SINGAPORE 
                    089591
",http://www.dhm.com.sg
1475,http://www.fccsingapore.com/membership/directory/account/1475,DELOITTE SOUTHEAST ASIA LTD,"
Deloitte provides audit & assurance, consulting, financial advisory, risk advisory, tax & legal and...
",ABC,"
                    6 Shenton Way
OUE Downtown 2 
#33-00
                    SINGAPORE 
                    068809
",www.deloitte.com/sg
147,http://www.fccsingapore.com/membership/directory/account/147,DENIS ASIA PACIFIC PTE LTD,"
Management, marketing and procurement services to Asia & Europe, involved principally in...
",ABC,"
                    21 Tagore Lane
                    SINGAPORE 
                    787479
",http://www.denisgroup.net
1398,http://www.fccsingapore.com/membership/directory/account/1398,DERICHEBOURG ATIS AERONAUTIQUE - SINGAPORE BRANCH,"
Leader of the aeronautic subcontracting in Europe, Derichebourg Atis aéronautique offers quality...
",ABC,"
                    C/O Hawksford Singapore Pte Ltd 16 Raffles Quay 
#33-02  -  Hong Leong Building
                    SINGAPORE 
                    048581
",http://www.derichebourg-atis.com
864,http://www.fccsingapore.com/membership/directory/account/864,DESIPRO PTE LTD,"
Making the pleasure and benefits of sports accessible to everyone. Decathlon is one of the largest...
",ABC,"
                    230 Stadium Boulevard
                    SINGAPORE 
                    397799
",http://www.decathlon.sg
1454,http://www.fccsingapore.com/membership/directory/account/1454,DEUTSCHE BANK,"
Deutsche Bank is Germany’s leading bank, with a strong position in Europe and a significant...
",ABC,"
                    One Raffles Quay, South Tower
                    SINGAPORE 
                    048583
",https://www.db.com/company/index.htm
1252,http://www.fccsingapore.com/membership/directory/account/1252,DEVIALET ASIA PTE LTD,"
Founded in 2007 by the engineer Pierre–Emmanuel Calmel, Devialet’s revolutionary technology «...
",ABC,"
                    8 Cross Street PWC Building 
#28-75
                    SINGAPORE 
                    048424
",https://www.devialet.com/en-es/
148,http://www.fccsingapore.com/membership/directory/account/148,DFDL,"
DFDL is a leading international law firm specialized in emerging markets with regional legal, tax...
",ABC,"
                    39 Robinson Road, 
#20-03 Robinson Point
                    SINGAPORE 
                    068911
",http://www.dfdl.com 
1432,http://www.fccsingapore.com/membership/directory/account/1432,DFS VENTURE SINGAPORE (PTE) LIMITED,"
DFS is the world’s leading luxury travel retailer, offering products across five pillars of...
",ABC,"
                    750 Chai Chee Road

#02-01/08 Viva Business Park
                    SINGAPORE 
                    469000
",http://www.dfs.com
1521,http://www.fccsingapore.com/membership/directory/account/1521,DGA GROUP,"
DGA has been providing services of the highest standard for 25 years, during which time its...
",ABC,"
                    20 Anson Road
#19-02
                    SINGAPORE 
                    079912
",http://www.dga-group.com
1542,http://www.fccsingapore.com/membership/directory/account/1542,DGERS ENTERTAINMENT,"
D'Gers artistic concept is based on the use of recycled green materials.
She offers an accessible...
",ABC,"
                    25 Kovan Street  
#11-23
                    SINGAPORE 
                    545024
",
1565,http://www.fccsingapore.com/membership/directory/account/1565,DIANA GROUP PTE LTD,"
General wholesales trade of natural ingredients (including general importers and...
",ABC,"
                    226 Pandan Loop
                    SINGAPORE 
                    128412
",http://www.diana-food.com
1141,http://www.fccsingapore.com/membership/directory/account/1141,DIEHL METERING PTE LTD,"
Water and energy, both rare resources, are becoming more and more precious. As manufacturer of...
",ABC,"
                    60, Paya Lebar Road Paya Lebar Square 
#12-33
                    SINGAPORE 
                    409051
",www.diehl.com/metering/en/diehl-metering
150,http://www.fccsingapore.com/membership/directory/account/150,DIGITAL CONTENT TECHNOLOGIES PTE LTD,"
DiGital Content Technologies Pte Ltd provides innovative solutions for:
– Out–Of–Home (OOH)...
",ABC,"
                    545 Orchard Road 
#15-05 Far East Shopping Centre  
                    SINGAPORE 
                    238882
",http://www.dgct.com
152,http://www.fccsingapore.com/membership/directory/account/152,DIRECT LINK WORLDWIDE DISTRIBUTION PTE LTD,"
Global deliveries, the Nordic way.

For years now, delivery companies have bragged about having...
",ABC,"
                    7 Airline Road 
#04-11 Cargo Agents Building E
                    SINGAPORE 
                    819834
",https://www.directlink.com/
153,http://www.fccsingapore.com/membership/directory/account/153,DISTRIBUTION ASIATIQUE PTE LTD,"
Laboratoires Activa, specialist in biocellular nutrition offer a natural, holistic and global view...
",ABC,"
                    65 Ubi Road 1 
#02-73 Oxley Bizhub 1
                    SINGAPORE 
                    408729
",http://www.activa-lab.com
1630,http://www.fccsingapore.com/membership/directory/account/1630,DOERSCIRCLE,"
Doerscircle is a member-based platform that provides cross-border healthcare and insurance...
",ABC,"
                    10 Anson Road 
#21-07 International Plaza
                    SINGAPORE 
                    079903
",https://www.doerscircle.com/
1558,http://www.fccsingapore.com/membership/directory/account/1558,DOMAINE ALAIN ZORNINGER,"
With a creative and artistic background (Designer, Art Director & Filmmaker), Alain Zorninger has...
",ABC,"
                    2, rue de la Velle
                    MEURSAULT 
                    21190
",http://www.meursaultvillage.fr
1637,http://www.fccsingapore.com/membership/directory/account/1637,DOMINOPOS PTE LTD,"
GoToMalls.com: An Online to Offline Platform aiming at bringing back shoppers to retails in...
",ABC,"
                    17 Phillip Street 
#05-01 Grand Building
                    SINGAPORE 
                    048695
","http://www.gotomalls.com, www.dominopos.com"
1643,http://www.fccsingapore.com/membership/directory/account/1643,DONNA SPA PTE LTD,"
Donna Beauty operates a chain of Beauty Spa for Face and Body and under our group we have a few...
",ABC,"
                    2 Jurong East Street21, 
#05-21, IMM BuildingSingapore
                    SINGAPORE 
                    609601
",https://www.donnabeauty.com.sg/
1204,http://www.fccsingapore.com/membership/directory/account/1204,DR COM ASIA PTE LTD,"
CRAFT + SCIENCE
Drcom is a boutique communication agency expert in digital multi-channel strategy...
",ABC,"
                    883 North Bridge Road
#11-05 Southbank
                    SINGAPORE 
                    198785
",http://www.drcomgroup.com
155,http://www.fccsingapore.com/membership/directory/account/155,DRAGAGES SINGAPORE PTE LTD,"
Dragages Singapore Pte Ltd is part of the Bouygues Construction Group, one of the foremost...
",ABC,"
                    10 Hoe Chiang Road 
#23-01 Keppel Towers
                    SINGAPORE 
                    089315
",http://www.dragages.com.sg
785,http://www.fccsingapore.com/membership/directory/account/785,DRAGON ROUGE,"
Dragon Rouge is a leading, global brand agency, headquartered in Paris with offices in Asia, Europe...
",ABC,"
                    57 Kim Yam Road
                    SINGAPORE 
                    239358
",http://www.dragonrouge.com
157,http://www.fccsingapore.com/membership/directory/account/157,DS AVOCATS,"
DS Avocats is an international law firm with head office in Paris and a 30 years presence in Asia,...
",ABC,"
                    Parkview Square 
#13-06, 600 North Bridge Road
                    SINGAPORE 
                    188778
",http://www.dsavocats.com
1572,http://www.fccsingapore.com/membership/directory/account/1572,DUANE MORRIS & SELVAM LLP,"
Duane Morris & Selvam’s office in Singapore provides clients with access to legal services in...
",ABC,"
                    16 Collyer Quay 
#17-00
                    SINGAPORE 
                    049318
",http://www.duanemorrisselvam.com
1311,http://www.fccsingapore.com/membership/directory/account/1311,DUVAL-LEROY SINGAPORE PTE LTD,"
Family Champagne House dedicated to the noble craft of Champagne–making since 1859.
Champagne...
",ABC,"
                    One Raffles PlaceTower 2 
#10-62
                    SINGAPORE 
                    048616
",http://www.duval-leroy.com
1455,http://www.fccsingapore.com/membership/directory/account/1455,DVB BANK,"
International transport finance, shipping finance, aviation finance, land...
",ABC,"
                    77 Robinson road
                    SINGAPORE 
                    068896
",https://www.dvbbank.com/
612,http://www.fccsingapore.com/membership/directory/account/612,EAST WEST INNOVATIVE SOLUTIONS (EWIS),"
EWIS is a business development consulting & business development outsourcing firm helmed by...
",ABC,"
                    7 Temasek Boulevard, Level 32, Suntec Tower One
                    SINGAPORE 
                    038987
",http://www.ewis-asia.com 
1653,http://www.fccsingapore.com/membership/directory/account/1653,EASYCITY PTE LTD,"
Easycity is a tech coliving startup aiming to make renting easy. Established in 2016, Easycity...
",ABC,"
                    134 Jurong Gateway Road 
#03-307k
                    SINGAPORE 
                    600134
",http://www.easycity.sg
171,http://www.fccsingapore.com/membership/directory/account/171,ECA GROUP ASIA PTE. LTD.,"
Recognised for its expertise in robotics, automatic control systems, simulators and industrial...
",ABC,"
                    33 Ubi Avenue 3 Vertex 
#02-31/32
                    SINGAPORE 
                    408868
",http://www.ecagroup.com
1291,http://www.fccsingapore.com/membership/directory/account/1291,ECOCERT SOUTH-EAST ASIA PTE LTD,"
ECOCERT is an inspection and certification body for sustainable development which has become a...
",ABC,"
                    16 RAFFLES QUAY
# 38-03 HONG LEONG BUILDING
                    SINGAPORE 
                    048581
",http://www.ecocert.com
1443,http://www.fccsingapore.com/membership/directory/account/1443,ECOLE HOTELIERE DE LAUSANNE PTE. LTD.,"
The EHL Asia-Pacific office in Singapore is EHL's first overseas office, and is responsible for...
",ABC,"
                    1B Club Street
                    SINGAPORE 
                    069400
",www.ehl.edu
160,http://www.fccsingapore.com/membership/directory/account/160,EDENRED ASIA PACIFIC,"
Activity
Edenred is the world leader in transactional solutions for companies, merchants and...
",ABC,"
                    36 Prinsep Street 
#04-01
                    SINGAPORE 
                    188648
",http://www.edenred.com
1657,http://www.fccsingapore.com/membership/directory/account/1657,EDF HQ SINGAPORE PTE. LTD.,"
As one of the world’s leading electricity companies, EDF Group is constantly at the forefront...
",ABC,"
                    8, Temasek Boulevard
#08-03 Suntec Tower 3
                    SINGAPORE 
                    038988
",http://www.edf.fr
781,http://www.fccsingapore.com/membership/directory/account/781,EDF LAB SINGAPORE,"
EDF created its Asian Sustainable Cities Center of Excellence in Singapore in 2014. EDF Lab...
",ABC,"
                    10 Woodlands Ave 8,
Proficiency Office - Mezzanine Floor
                    SINGAPORE 
                    738973
",http://www.edf.com
161,http://www.fccsingapore.com/membership/directory/account/161,EDHEC ASIA PACIFIC,"
Operating from campuses in Lille, Nice, Paris, London and Singapore, EDHEC is one of the world’s...
",ABC,"
                    One George Street 
#15-02
                    SINGAPORE 
                    049145
",www.edhec.edu
1101,http://www.fccsingapore.com/membership/directory/account/1101,EDITION LIMITEE PTE LTD,"
EDITION LIMITÉE is a boutique online shop offering a collection of beautifully designed products...
",ABC,"
                    30 Mount Elizabeth 
#20-30 High Point
                    SINGAPORE 
                    228519
",http://www.editionlimitee.com.sg
162,http://www.fccsingapore.com/membership/directory/account/162,EDITIONS DIDIER MILLET PTE LTD,"
Established in 1990 in Singapore, Editions Didier Millet (EDM) has offices in Bangkok and Paris...
",ABC,"
                    78 Jalan Hitam Manis
                    SINGAPORE 
                    278488
",http://www.edmbooks.com; http://www.leseditionsdupacifique.com
470,http://www.fccsingapore.com/membership/directory/account/470,EFESO CONSULTING PTE LTD,"
Founded in 1980, EFESO Consulting is a global management consultancy firm specialised in ensuring...
",ABC,"
                    4 Battery Road 
Bank of China Building, 
#25-01 Singapore
                    SINGAPORE 
                    049908
",http://www.efeso.com
1438,http://www.fccsingapore.com/membership/directory/account/1438,EGENCIA SINGAPORE,"
Egencia makes business travel now easier than ever before for businesses big and small all over the...
",ABC,"
                    38 Beach Road 
#09-13 South Beach Tower
                    SINGAPORE 
                    189767
",http://www.egencia.com.sg
605,http://www.fccsingapore.com/membership/directory/account/605,EGIS RAIL PTE LTD,"
Egis (Groupe Caisse De Depot)is a consulting and engineering group working in the fields of...
",ABC,"
                    190 Middle Road
#19-05
                    SINGAPORE 
                    188979
",http://www.egis-group.com
1155,http://www.fccsingapore.com/membership/directory/account/1155,EIGHTSTONE PTE LTD,"
Registered with the Monetary Authority of Singapore, Eightstone is an international private...
",ABC,"
                    76 Peck Seah Street Level Two
                    SINGAPORE 
                    079331
",http://www.eightstone.com
1431,http://www.fccsingapore.com/membership/directory/account/1431,EMERSON AUDIT & CONSULTING,"
Established in 2007, Emerson Audit & Consulting has a clear goal of using its expertise to help...
",ABC,"
                    51 Goldhill Plaza
#21-02/06
                    SINGAPORE 
                    308900
",http://www.emerson-groupe.com/en/
1627,http://www.fccsingapore.com/membership/directory/account/1627,EMILIE BORREL,"
Emilie Borrel is a freelance theatre maker, Drama professional offering workshops for kids and...
",ABC,"
                    15A Jalan Berjaya
                    SINGAPORE 
                    578630
",http://www.ttf.sg
112,http://www.fccsingapore.com/membership/directory/account/112,ENGIE,"
ENGIE is committed to taking on the major challenges of the energy revolution, towards a world more...
",ABC,"
                    108 Pasir Panjang Road  
#05-04 Golden Agri Plaza
                    SINGAPORE 
                    118535
",http://www.engie-services-apac.com
643,http://www.fccsingapore.com/membership/directory/account/643,ENGIE GLOBAL MARKETS,"
Global Energy Management is the trading arm of ENGIE. Through the two local branches of ENGIE...
",ABC,"
                    8 Marina View 
#34-01 Asia Square Tower 1
                    SINGAPORE 
                    018960
",http://www.engie.com/
178,http://www.fccsingapore.com/membership/directory/account/178,EO ASIA PTE LTD,"
Every year, Europa Organisation brings together tens of thousands of people for the major meetings...
",ABC,"
                    541 Orchard Road
#11-04  Liat Towers
                    SINGAPORE 
                    238881
",https://www.europa-group.com/en/europa-organisation-asia
932,http://www.fccsingapore.com/membership/directory/account/932,EOS DEVELOPMENT PTE. LTD.,"
EOS Development Pte. Ltd. (EOS) is a business consultancy shop that specialises in strategic and...
",ABC,"
                    43B Thomson Road
                    SINGAPORE 
                    307583
",http://www.eosdev.com.sg
1577,http://www.fccsingapore.com/membership/directory/account/1577,EPICURIO PTE LTD,"
Epicurio is a Social Community and Marketplace on Wine and Spirits enabling each and every social...
",ABC,"
                    15 Beach Road
WeWork Beach Centre
#02-01
                    SINGAPORE 
                    189677
",http://www.epicurio.co
1576,http://www.fccsingapore.com/membership/directory/account/1576,ERGAPOLIS,"
Our proposal on two pillars : 

1 - SOCIAL INNOVATION HUB :

Ergapolis is an innovative...
",ABC,"
                    2021 Bukit Batok Street 23
                    SINGAPORE 
                    659526
",https://www.ergapolis.org
172,http://www.fccsingapore.com/membership/directory/account/172,ESKER DOCUMENT AUTOMATION ASIA PTE LTD,"
Esker is a global leader in AI-driven process automation software. Esker’s solutions are...
",ABC,"
                    47 Scotts Road 
#05-04 Goldbell Towers
                    SINGAPORE 
                    228233
",http://www.esker.com.sg
725,http://www.fccsingapore.com/membership/directory/account/725,"ESSEC BUSINESS SCHOOL, ASIA-PACIFIC","
ESSEC Business School, founded in 1907 in France, is one of the world’s top international...
",ABC,"
                    5 Nepal Park
                    SINGAPORE 
                    139408
",http://www.essec.edu/asia
174,http://www.fccsingapore.com/membership/directory/account/174,ESSILOR AMERA PTE LTD,"
Essilor International is the world's leading ophthalmic optics company. The Group designs,...
",ABC,"
                    201 Kallang Bahru 
#03-00 Essilor Building I
                    SINGAPORE 
                    339338
",http://www.essilor.com
175,http://www.fccsingapore.com/membership/directory/account/175,ESSILOR SINGAPORE,"
As the long-standing world leader in ophthalmic optics, the Essilor Group is committed to...
",ABC,"
                    215 Kallang Bahru 
#07-00 Essilor Building
                    SINGAPORE 
                    339346
",http://www.essilor.com.sg
876,http://www.fccsingapore.com/membership/directory/account/876,ESTHECLINIC,"
EstheClinic is a new generation of beauty clinics that combines medical expertise, ground-breaking...
",ABC,"
                    72 Tras Street
                    SINGAPORE 
                    079011
",http://www.estheclinic.com.sg
1244,http://www.fccsingapore.com/membership/directory/account/1244,ESTIN & CO,"
A company specialised in strategy consulting with international teams of consultants and offices in...
",ABC,"
                    1 Lady Hill Road
#03-03
                    SINGAPORE 
                    258670
",http://www.estin.com
1220,http://www.fccsingapore.com/membership/directory/account/1220,ETN-INNOVATION PTE LTD,"
Founded in 2010, ETN Innovation is dedicated to providing consulting services in innovation and...
",ABC,"
                    52C Hume Avenue
#06-17 The SummerHill
                    SINGAPORE 
                    596230
",http://www.etn-innovation.com
1296,http://www.fccsingapore.com/membership/directory/account/1296,EURECAT SERVICES ASIA PACIFIC PTE LTD,"
EURECAT SA and its affiliates located in France, Italy, Germany, USA, Saudi Arabia, India and...
",ABC,"
                    60 Albert Street
OG Albert Complex 
#10-9
                    SINGAPORE 
                    189969
",http://www.eurecat.com
1617,http://www.fccsingapore.com/membership/directory/account/1617,EUROPEAN BEDDING PTE.LTD.,"
At European Bedding, we recognize the demand for a sleeping system which focuses on good back...
",ABC,"
                    32 Eng Hoon Street Level 2
                    SINGAPORE 
                    169780
",http://www.europeanbedding.sg
742,http://www.fccsingapore.com/membership/directory/account/742,EUTELSAT ASIA PTE LTD,"
Eutelsat Asia delivers comprehensive coverage and high-bandwidth capability anywhere in the Asia...
",ABC,"
                    8 Temasek Boulevard
#15-02 Suntec Tower 3
                    SINGAPORE 
                    038988
",http://www.eutelsatasia.com
808,http://www.fccsingapore.com/membership/directory/account/808,EVAGROUP ASIAPACIFIC PTE LTD,"
EVA Group was founded in 2007 with the following market offering: consulting and technical...
",ABC,"
                    16 Raffles Quay 
#38-03Hong Leong Building
                    SINGAPORE 
                    048581
",https://www.evagroup.asia
1002,http://www.fccsingapore.com/membership/directory/account/1002,EVOLIS ASIA PTE LTD,"
Evolis Asia Pte Ltd is the Asia-Pacific headquarters (based in Singapore) of the Evolis group....
",ABC,"
                    2 Venture DriveVision Exchange, unit 
#18-09
                    SINGAPORE 
                    608526
",http://www.evolis.com
1400,http://www.fccsingapore.com/membership/directory/account/1400,EXCLUSIVE NETWORKS ASIA PTE LTD,"
Value Added Distributor in IT cybersecurity solutions (software &...
",ABC,"
                    5 Pereira Road 
#02-03 Asiawide Building
                    SINGAPORE 
                    368025
",http://www.exclusive-networks.com/
565,http://www.fccsingapore.com/membership/directory/account/565,EXECUTIVE TRANSFORM INTERNATIONAL,"
Executive Transform International supports organisations, teams and executives to significantly...
",ABC,"
                    4 Robin Lane
                    SINGAPORE 
                    258233
",
170,http://www.fccsingapore.com/membership/directory/account/170,EY,"
EY is a global leader in assurance, tax, transaction and advisory services. The insights and...
",ABC,"
                    One Raffles QuayLevel 18 North Tower
                    SINGAPORE 
                    048583
",http://www.ey.com/sg
1574,http://www.fccsingapore.com/membership/directory/account/1574,FABERNOVEL ASIA LIMITED,"
FABERNOVEL is a global innovation company committed to empowering MNCs to create a lasting cultural...
",ABC,"
                    High Street Centre, 1 North Bridge Road, 
#08-08
                    SINGAPORE 
                    179094
",http://www.fabernovel.com
1203,http://www.fccsingapore.com/membership/directory/account/1203,FAIRMONT SINGAPORE & SWISSÔTEL THE STAMFORD,"
Strategically located in the heart of Singapore’s business, shopping, dining and entertainment...
",ABC,"
                    2 Stamford Road
                    SINGAPORE 
                    178882
",http://swissotel.com/singapore-stamford
889,http://www.fccsingapore.com/membership/directory/account/889,FASTBOOKING ASIA PTE LTD,"
FASTBOOKING offers leading edge e–commerce solutions for hotels to boost their direct sales...
",ABC,"
                    400 Orchard Road, 
#24-10 Orchard Towers
                    SINGAPORE 
                    238875
",http://www.fastbooking.com
1349,http://www.fccsingapore.com/membership/directory/account/1349,FCM TRAVEL SOLUTIONS,"
Optimisation of the Travel Management Programme for small to multinational enterprises and...
",ABC,"
                    137 Cecil Street 
#01-03-04 Mezzanine
                    SINGAPORE 
                    069537
",http://www.fcm.travel/
1022,http://www.fccsingapore.com/membership/directory/account/1022,FDH PTE LTD,"
For years, FDH has been importing exclusive French wines and Champagne into Singapore.
From small...
",ABC,"
                    16 Raffles Quay 
#41-07 Hong Leong Building
                    SINGAPORE 
                    048581
",http://www.fdh.com.sg
1596,http://www.fccsingapore.com/membership/directory/account/1596,FEWSTONES PTE LTD,"
Digital Agency: web design, website management. video production and marketing services. 

Forget...
",ABC,"
                    39A Jalan Pemimpin
#04-02B Halcyon Building
                    SINGAPORE 
                    577183
",http://www.fewstones.com
1361,http://www.fccsingapore.com/membership/directory/account/1361,FIDINAM SINGAPORE PTE LIMITED,"
Fidinam Singapore is a member of Fidinam Group, a privately owned group established in Lugano...
",ABC,"
                    190 Middle Road, 
#12-07 Fortune Centre
                    SINGAPORE 
                    188979
",www.fidinamgw.com
1522,http://www.fccsingapore.com/membership/directory/account/1522,FINASTRA,"
Finastra unlocks the potential of people and businesses in finance, creating a platform for open...
",ABC,"
                    2 Shenton Way, 
#14-01 SGX Centre 1
                    SINGAPORE 
                    068804
",https://www.finastra.com/
1679,http://www.fccsingapore.com/membership/directory/account/1679,FLINT & BATTERY LLC,"
Legal, Intellectual Property, Corporate, Commercial,...
",ABC,"
                    7 Temasek Boulevard Suntec Tower One, 
#20-06
                    SINGAPORE 
                    038987
",http://www.flintbattery.com
1146,http://www.fccsingapore.com/membership/directory/account/1146,FLYSPACES PTE LTD,"
FlySpaces is an online marketplace that provides an easy and convenient way for small companies or...
",ABC,"
                    190 Clemenceau Avenue 
#06-01 Singapore
                    SINGAPORE 
                    239924
",http://www.flyspaces.com/
191,http://www.fccsingapore.com/membership/directory/account/191,FOREST ADVENTURE PTE LTD,"
FOREST ADVENTURE is Singapore’s very own accrobranche destination. Launched in August 2007, it...
",ABC,"
                    825 Bedok Reservoir Road 
Bedok Reservoir Park
                    SINGAPORE 
                    479244
",http://www.forestadventure.com.sg
1581,http://www.fccsingapore.com/membership/directory/account/1581,FORRESTER RESEARCH,"
Forrester is a global research and advisory company, supporting organizations in their Digital...
",ABC,"
                    PWC Building
8 Cross Street  
#27-01
                    SINGAPORE 
                    048424
",http://www.forrester.com
192,http://www.fccsingapore.com/membership/directory/account/192,FOXMAS ASIA PTE. LTD.,"
FOXMAS ASIA PTE. LTD. is a 12-year-old Singapore–based company successful in promoting and...
",ABC,"
                    541 Orchard Road, 
#09-01 Liat Towers
                    SINGAPORE 
                    238881
",
762,http://www.fccsingapore.com/membership/directory/account/762,FRAGRANCE DU BOIS,"
Fragrance Du Bois is a niche luxury perfume house born from the richest essences of nature, crafted...
",ABC,"
                    7 Temasek Avenue 
The Penthouse
#44-01 Suntec Tower One
                    SINGAPORE 
                    038987
",http://www.fragrancedubois.com
195,http://www.fccsingapore.com/membership/directory/account/195,FRANCO-ASIAN ENTERPRISES SINGAPORE PTE LTD,"
International trading of consumer goods and commodities. Our main markets are Africa and Western...
",ABC,"
                    72 Anson Road
#07-03  
                    SINGAPORE 
                    079911
",http://www.francoasia.com 
196,http://www.fccsingapore.com/membership/directory/account/196,FRASERS HOSPITALITY PTE LTD,"
Conceived with the lifestyle preferences of today’s discerning travellers in mind, Frasers...
",ABC,"
                    491B River Valley Road 
#16-01 Valley Point
                    SINGAPORE 
                    248373
",http://www.frasershospitality.com
197,http://www.fccsingapore.com/membership/directory/account/197,"FRENCH ALUMNI, THE","
The French Alumni is an association created in 1980 that brings graduates together in Singapore who...
",ABC,"
                    c/o Institut Francais de Singapour,
French Embassy
101-103 Cluny Park Road
                    SINGAPORE 
                    259595
",http://www.frenchalumni.org
198,http://www.fccsingapore.com/membership/directory/account/198,FRENCH EDUCENTER,"
French Educenter, a team of 26 French native speaker teachers, with 14 years of experience in...
",ABC,"
                    Mysingpost Box 880137
                    SINGAPORE 
                    919191
",http://www.frencheducenter.com
1514,http://www.fccsingapore.com/membership/directory/account/1514,FRENCH FOR YOU,"
The objective of this company is to provide an innovative approach of French as a Foreign Language...
",ABC,"
                    541 Orchard Road 
#09-01 Liat Towers
                    SINGAPORE 
                    238881
",http://www.frenchforyou.sg
201,http://www.fccsingapore.com/membership/directory/account/201,FRENCH TOAST PTE LTD,"
Launched in June 2010, French Toast is fast proving to be a huge success. Our native...
",ABC,"
                    220A Upper Thomson Road 
#02-00
                    SINGAPORE 
                    574352
",http://www.frenchtoast.sg
202,http://www.fccsingapore.com/membership/directory/account/202,FRENCHATWORK PTE LTD,"
Established in 2002, Frenchatwork operates in various local and international corporations based in...
",ABC,"
                    7500A Beach Road, The Plaza 
#05-319
                    SINGAPORE 
                    199591
",http://www.frenchatwork.com
203,http://www.fccsingapore.com/membership/directory/account/203,FU OU CONSULTING PTE LTD,"
Fu Ou Consulting is an aerospace engineering consulting  company that provides services for project...
",ABC,"
                    7030 Ang Mo Kio Avenue 5
#08-105 Northstar@AMK
                    SINGAPORE 
                    569880
",
204,http://www.fccsingapore.com/membership/directory/account/204,FUJI XEROX ASIA PACIFIC PTE LTD,"
Fuji Xerox Global Services is the industry leader in outsourcing and consulting services. Our...
",ABC,"
                    80 Anson Road
#37-00 Fuji Xerox Towers
                    SINGAPORE 
                    079907
",
1313,http://www.fccsingapore.com/membership/directory/account/1313,FUJI XEROX SMART WORK INNOVATION (SWI),"
Fuji Xerox Smart Work Innovation (SWI) is the industry market leader for document management and...
",ABC,"
                    80 Anson Road 
#37-00 Fuji Xerox Towers
                    SINGAPORE 
                    079907
",https://www.fujixerox.com/eng/solution/outsourcingservices
1523,http://www.fccsingapore.com/membership/directory/account/1523,FUTURE FLOW,"
We work with entrepreneurs, CEOs, COOs and CFOs of fast growing companies, to guide them along...
",ABC,"
                    276A South Bridge Road
                    SINGAPORE 
                    058825
",http://www.futureflow.io
206,http://www.fccsingapore.com/membership/directory/account/206,FUTURMASTER SINGAPORE PTE LTD,"
FuturMaster, Delivering Business Performance. 

FuturMaster is a leading vendor of supply chain...
",ABC,"
                    64B Tras Street
                    SINGAPORE 
                    079003
",http://www.futurmaster.com
207,http://www.fccsingapore.com/membership/directory/account/207,GALERIES BARTOUX SINGAPORE PTE LTD,"
Founded in 1993 in Honfleur, France, Galeries Bartoux is at the origin of a movement that changed...
",ABC,"
                    2 Orchard Turn 
#04-19 ION Orchard
                    SINGAPORE 
                    238801
",http://www.galeries-bartoux.com
939,http://www.fccsingapore.com/membership/directory/account/939,GALLANT VENTURE LTD,"
Public–listed in Singapore, Gallant Venture Ltd is a developer, master planner and manager for...
",ABC,"
                    3 HarbourFront Place 
#16-01 HarbourFront Tower Two
                    SINGAPORE 
                    099254
",http://www.gallantventure.com
649,http://www.fccsingapore.com/membership/directory/account/649,GAMELOFT PTE LTD,"
A leading digital and social game publisher, Gameloft® has established itself as one of the top...
",ABC,"
                    76A Amoy Street
                    SINGAPORE 
                    069895
",http://www.gameloft.com
1456,http://www.fccsingapore.com/membership/directory/account/1456,GAUTHIER MILLESIMES,"
At Groupe Gauthier, we are on a mission to expand the reach of wine. Through our various ventures,...
",ABC,"
                    11 Beach Road 
#03-01
                    SINGAPORE 
                    189675
",http://www.chateau-gauthier.com
1430,http://www.fccsingapore.com/membership/directory/account/1430,GAUTIER SINGAPORE,"
Gautier furniture is widely specified by inerior designers across a range of schemes due to the...
",ABC,"
                    18 Tampines Industrial Crescent 
#01-15 SPACES@TAMPINES
                    SINGAPORE 
                    528605
",http://www.gautier.sg
1114,http://www.fccsingapore.com/membership/directory/account/1114,GB-PERFORMANCE,"
GB-Performance Pte. Ltd. is a company based in Singapore. It is a platform for many new high-tech...
",ABC,"
                    152 Beach RoadL28 Gateway East
                    SINGAPORE 
                    189721
",
1065,http://www.fccsingapore.com/membership/directory/account/1065,GC LEASE SINGAPORE PTE LTD - GRENKE FRANCHISE,"
In Singapore since November 2015, as a franchise company of the GRENKE Group, we provide the Grenke...
",ABC,"
                    80 Anson Road 
#11-06 Fuji Xerox Towers
                    SINGAPORE 
                    079907
",http://www.grenke.sg
1356,http://www.fccsingapore.com/membership/directory/account/1356,GCH PTE. LTD. (HOTEL G SINGAPORE),"
Hotel G Singapore is a trendy lifestyle hotel designed with whimsical and graphic elements. An...
",ABC,"
                    200 Middle Road
                    SINGAPORE 
                    188980
",http://www.hotelgsingapore.com
212,http://www.fccsingapore.com/membership/directory/account/212,GEMALTO PTE LTD,"
Gemalto (Euronext NL0000400653 GTO) is the global leader in digital security, with 2017 annual...
",ABC,"
                    12 Ayer Rajah Crescent
                    SINGAPORE 
                    139941
",http://www.gemalto.com
